,column,row,z,gene_name,cell_barcode,raw_cell_barcode,gridc_gridr_tilenum
52357,3241,3497,43,Casp8,1685,314,"1,1,60"
52358,3211,3525,43,Il6ra,1463,92,"1,1,60"
52359,2862,3572,43,Sftpc,1715,344,"1,1,60"
52360,2875,3598,43,Sftpc,1715,344,"1,1,60"
52361,2895,3566,44,Sftpc,1442,71,"1,1,60"
52362,2919,3581,44,Sftpc,1658,287,"1,1,60"
52363,2916,3609,44,Sftpc,1658,287,"1,1,60"
52364,2966,3670,44,Ly6c2,1511,140,"1,1,60"
52365,3008,3463,45,Plxnd1,1509,138,"1,1,60"
52366,2870,3564,45,Sftpc,1705,334,"1,1,60"
52367,2891,3566,45,Sftpc,1442,71,"1,1,60"
52368,2928,3580,45,Sftpc,1566,195,"1,1,60"
52369,2854,3590,45,Sftpc,1715,344,"1,1,60"
52370,2885,3592,45,Sftpc,1658,287,"1,1,60"
52371,2854,3597,45,Sftpc,1715,344,"1,1,60"
52372,3193,3543,0,Sema3c,1463,92,"1,1,60"
52373,3202,3545,0,Sema3c,1463,92,"1,1,60"
52374,3135,3558,0,B2m,1416,45,"1,1,60"
52375,2854,3575,0,Smad3,1715,344,"1,1,60"
52376,2866,3597,0,Zfp36,1715,344,"1,1,60"
52377,3053,3443,2,Zfp36,1388,17,"1,1,60"
52378,3135,3553,3,Lamp3,1416,45,"1,1,60"
52379,3154,3458,4,Gata3,1376,5,"1,1,60"
52380,3154,3527,4,Lamp3,1416,45,"1,1,60"
52381,3150,3457,5,Gata3,1376,5,"1,1,60"
52382,2875,3622,5,Sftpc,1600,229,"1,1,60"
52383,2867,3622,5,Spn,1600,229,"1,1,60"
52384,3047,3628,5,Fgf2,1469,98,"1,1,60"
52385,3171,3447,6,Il2ra,1376,5,"1,1,60"
52386,3186,3528,8,Lamp3,1748,377,"1,1,60"
52387,3123,3559,8,Lamp3,1416,45,"1,1,60"
52388,2868,3562,8,Il2ra,1705,334,"1,1,60"
52389,2856,3566,9,Smad3,1715,344,"1,1,60"
52390,2852,3655,9,Bcl2,1600,229,"1,1,60"
52391,3083,3410,10,Cd274,1407,36,"1,1,60"
52392,3050,3430,10,Tcf4,1388,17,"1,1,60"
52393,2919,3593,11,Fgf2,1658,287,"1,1,60"
52394,2922,3616,10,Il12rb1,1533,162,"1,1,60"
52395,3133,3570,11,Tcf4,1416,45,"1,1,60"
52396,3078,3392,12,B2m,1407,36,"1,1,60"
52397,3092,3399,12,Irf3,1407,36,"1,1,60"
52398,2889,3547,12,Il6,1442,71,"1,1,60"
52399,2911,3557,12,Tgfbr2,1442,71,"1,1,60"
52400,2922,3621,12,Il12rb1,1533,162,"1,1,60"
52401,3174,3400,13,Efnb2,1447,76,"1,1,60"
52402,3174,3404,13,Efnb2,1447,76,"1,1,60"
52403,3053,3425,13,Tcf4,1388,17,"1,1,60"
52404,2879,3462,13,Efnb2,1711,340,"1,1,60"
52405,2897,3551,13,Birc2,1442,71,"1,1,60"
52406,3137,3572,13,Tcf4,1416,45,"1,1,60"
52407,2895,3589,15,Oas1a,1658,287,"1,1,60"
52408,2999,3661,14,B2m,1511,140,"1,1,60"
52409,3003,3662,14,Tnfrsf1b,1511,140,"1,1,60"
52410,3009,3665,14,Zfp36,1511,140,"1,1,60"
52411,3023,3681,14,Zfp36,1511,140,"1,1,60"
52412,3007,3687,14,Plbd1,1511,140,"1,1,60"
52413,3200,3329,15,Traf2,1652,281,"1,1,60"
52414,3182,3428,15,Sema3c,1447,76,"1,1,60"
52415,2852,3468,15,Efnb2,1711,340,"1,1,60"
52416,3176,3525,15,NP-gRNA,1748,377,"1,1,60"
52417,2855,3625,15,B2m,1600,229,"1,1,60"
52418,2987,3665,15,Stat1,1511,140,"1,1,60"
52419,3086,3422,16,Efnb2,1388,17,"1,1,60"
52420,3141,3463,16,Col14a1,1376,5,"1,1,60"
52421,3048,3608,16,B2m,1469,98,"1,1,60"
52422,3076,3401,17,Isg20,1407,36,"1,1,60"
52423,3084,3424,17,Efnb2,1388,17,"1,1,60"
52424,3159,3432,17,Il2ra,1376,5,"1,1,60"
52425,3168,3454,17,Fgf2,1376,5,"1,1,60"
52426,2863,3581,17,Zfp36,1715,344,"1,1,60"
52427,3045,3594,17,B2m,1469,98,"1,1,60"
52428,3026,3687,17,Zfp36,1511,140,"1,1,60"
52429,3062,3445,18,B2m,1388,17,"1,1,60"
52430,2851,3523,18,Zfp36,1632,261,"1,1,60"
52431,2868,3584,18,Sele,1715,344,"1,1,60"
52432,2902,3612,18,Tcf4,1658,287,"1,1,60"
52433,3082,3414,19,Adamts17,1407,36,"1,1,60"
52434,3013,3473,19,Spn,1509,138,"1,1,60"
52435,2852,3646,19,Tcf4,1600,229,"1,1,60"
52436,3152,3465,20,Itgb2,1376,5,"1,1,60"
52437,2925,3613,20,Tcf4,1533,162,"1,1,60"
52438,3021,3669,20,Stat3,1488,117,"1,1,60"
52439,3086,3437,21,Zfp36,1388,17,"1,1,60"
52440,2862,3567,21,Tcf4,1705,334,"1,1,60"
52441,2857,3459,22,Ddx58,1711,340,"1,1,60"
52442,2970,3491,22,Bcl2,1509,138,"1,1,60"
52443,3025,3692,22,Zfp36,1511,140,"1,1,60"
52444,3159,3453,23,Bcl2,1376,5,"1,1,60"
52445,2856,3473,23,Gbp4,1711,340,"1,1,60"
52446,2930,3609,23,Itga2,1533,162,"1,1,60"
52447,2988,3668,23,Tnfrsf1b,1511,140,"1,1,60"
52448,2892,3464,24,Efnb2,1711,340,"1,1,60"
52449,3017,3469,24,Efnb2,1509,138,"1,1,60"
52450,2987,3477,24,Gata3,1509,138,"1,1,60"
52451,3224,3524,24,Ifnl2,1685,314,"1,1,60"
52452,2857,3552,24,Zfp36,1705,334,"1,1,60"
52453,3024,3690,24,Zfp36,1511,140,"1,1,60"
52454,2903,3480,25,Efnb2,1711,340,"1,1,60"
52455,3175,3530,25,Tnfrsf1b,1748,377,"1,1,60"
52456,2881,3549,25,Tgfbr2,1705,334,"1,1,60"
52457,2994,3687,25,Birc2,1511,140,"1,1,60"
52458,3010,3696,25,B2m,1511,140,"1,1,60"
52459,2914,3607,26,Tcf4,1658,287,"1,1,60"
52460,3142,3451,27,Gata3,1376,5,"1,1,60"
52461,3221,3484,27,Zfp36,1449,78,"1,1,60"
52462,2851,3514,27,Stat1,1632,261,"1,1,60"
52463,2864,3529,27,Irf3,1603,232,"1,1,60"
52464,3017,3657,27,Col14a1,1488,117,"1,1,60"
52465,2980,3687,27,Stat1,1511,140,"1,1,60"
52466,3189,3413,28,Efnb2,1447,76,"1,1,60"
52467,2884,3475,28,Efnb2,1711,340,"1,1,60"
52468,3241,3500,28,Sema3c,1685,314,"1,1,60"
52469,2854,3524,28,Plbd1,1632,261,"1,1,60"
52470,2913,3614,28,Tcf4,1658,287,"1,1,60"
52471,3347,3385,29,Sema3c,1656,285,"1,1,60"
52472,3320,3423,29,Efnb2,1656,285,"1,1,60"
52473,2899,3473,29,Cxcl5,1711,340,"1,1,60"
52474,2854,3527,29,Plbd1,1632,261,"1,1,60"
52475,3213,3546,29,Lamp3,1463,92,"1,1,60"
52476,2863,3570,29,Zfp36,1705,334,"1,1,60"
52477,3022,3636,29,Stat1,1469,98,"1,1,60"
52478,3162,3447,30,Ifnl2,1376,5,"1,1,60"
52479,2903,3476,30,Cxcl5,1711,340,"1,1,60"
52480,2856,3504,30,Zfp36,1632,261,"1,1,60"
52481,3031,3631,30,B2m,1469,98,"1,1,60"
52482,3068,3382,31,Il12rb1,1460,89,"1,1,60"
52483,3080,3412,31,Col14a1,1407,36,"1,1,60"
52484,3139,3454,31,Smad3,1376,5,"1,1,60"
52485,2894,3471,31,Efnb2,1711,340,"1,1,60"
52486,2890,3474,31,Efnb2,1711,340,"1,1,60"
52487,2874,3474,31,Efnb2,1711,340,"1,1,60"
52488,2851,3502,31,Zfp36,1632,261,"1,1,60"
52489,2912,3558,31,Kcnk2,1442,71,"1,1,60"
52490,2944,3586,31,Tcf4,1566,195,"1,1,60"
52491,2905,3626,31,Zfp36,1533,162,"1,1,60"
52492,3237,3509,32,Zfp36,1685,314,"1,1,60"
52493,2950,3583,32,Tcf4,1566,195,"1,1,60"
52494,2856,3591,32,B2m,1715,344,"1,1,60"
52495,3092,3397,33,Zfp36,1407,36,"1,1,60"
52496,2973,3464,33,Efnb2,1509,138,"1,1,60"
52497,3231,3501,33,Casp7,1685,314,"1,1,60"
52498,3177,3527,33,Smad3,1748,377,"1,1,60"
52499,3233,3549,33,Tcf4,1463,92,"1,1,60"
52500,3129,3382,34,Acta2,1675,304,"1,1,60"
52501,3130,3441,34,Il2ra,1376,5,"1,1,60"
52502,3004,3475,34,Efnb2,1509,138,"1,1,60"
52503,3240,3520,34,Zfp36,1685,314,"1,1,60"
52504,2852,3531,34,Mrc1,1632,261,"1,1,60"
52505,3031,3618,34,Traf2,1469,98,"1,1,60"
52506,3026,3621,34,Birc2,1469,98,"1,1,60"
52507,2965,3659,34,Casp7,1511,140,"1,1,60"
52508,3010,3692,34,B2m,1511,140,"1,1,60"
52509,3064,3383,35,Efnb2,1460,89,"1,1,60"
52510,3340,3393,35,Efnb2,1656,285,"1,1,60"
52511,3161,3394,35,Sele,1447,76,"1,1,60"
52512,3228,3459,35,Bcl2,1449,78,"1,1,60"
52513,3250,3489,35,Itgb2,1685,314,"1,1,60"
52514,3230,3509,35,Casp7,1685,314,"1,1,60"
52515,3157,3390,36,Sele,1447,76,"1,1,60"
52516,3135,3437,36,Gata3,1376,5,"1,1,60"
52517,3227,3477,36,Stat2,1449,78,"1,1,60"
52518,2991,3478,36,Efnb2,1509,138,"1,1,60"
52519,3247,3484,36,Itgb2,1685,314,"1,1,60"
52520,3255,3494,37,Itgb2,1685,314,"1,1,60"
52521,2875,3584,36,Traf2,1715,344,"1,1,60"
52522,3260,3518,37,Tgfbr2,1685,314,"1,1,60"
52523,2950,3607,37,Nfil3,1566,195,"1,1,60"
52524,3042,3653,37,Tcf4,1488,117,"1,1,60"
52525,3228,3463,38,Bcl2,1449,78,"1,1,60"
52526,3257,3496,38,Itgb2,1685,314,"1,1,60"
52527,3258,3502,38,Itga8,1685,314,"1,1,60"
52528,3217,3539,38,Tgfbr2,1463,92,"1,1,60"
52529,2917,3638,38,Bcl2,1533,162,"1,1,60"
52530,3143,3440,39,Casp7,1376,5,"1,1,60"
52531,2934,3500,39,Itga8,1622,251,"1,1,60"
52532,3191,3539,39,Vegfa,1463,92,"1,1,60"
52533,2866,3580,39,Lamp3,1715,344,"1,1,60"
52534,2905,3593,39,Lamp3,1658,287,"1,1,60"
52535,3031,3662,39,Adamts17,1488,117,"1,1,60"
52536,3001,3697,40,Itgb2,1511,140,"1,1,60"
52537,3319,3384,40,Il12rb1,1656,285,"1,1,60"
52538,3148,3442,40,Casp7,1376,5,"1,1,60"
52539,3245,3473,40,Cd274,1449,78,"1,1,60"
52540,2860,3528,40,Mrc1,1603,232,"1,1,60"
52541,3243,3530,40,Tnfrsf10b,1685,314,"1,1,60"
52542,2860,3590,40,Ifngr2,1715,344,"1,1,60"
52543,2966,3680,40,Stat1,1511,140,"1,1,60"
52544,2964,3681,41,Stat1,1511,140,"1,1,60"
52545,2985,3695,40,Ddx58,1511,140,"1,1,60"
52546,3008,3464,41,Tcf4,1509,138,"1,1,60"
52547,2987,3473,41,Bcl2,1509,138,"1,1,60"
52548,3038,3483,41,Acta2,1624,253,"1,1,60"
52549,3202,3514,41,Cd274,1463,92,"1,1,60"
52550,3217,3526,41,Stat1,1685,314,"1,1,60"
52551,3215,3528,41,Stat1,1463,92,"1,1,60"
52552,3210,3528,41,Stat1,1463,92,"1,1,60"
52553,3260,3537,41,B2m,1685,314,"1,1,60"
52554,2996,3465,42,Efnb2,1509,138,"1,1,60"
52555,2920,3488,42,Adamts17,1622,251,"1,1,60"
52556,2923,3499,42,Itga8,1622,251,"1,1,60"
52557,2867,3503,42,Plbd1,1603,232,"1,1,60"
52558,3203,3519,42,Cd274,1463,92,"1,1,60"
52559,3259,3532,42,B2m,1685,314,"1,1,60"
52560,3225,3558,42,Ccr5,1463,92,"1,1,60"
52561,3345,3410,43,Efnb2,1656,285,"1,1,60"
52562,3232,3489,43,Stat1,1449,78,"1,1,60"
52563,3257,3492,43,Il12rb1,1685,314,"1,1,60"
52564,2859,3600,43,Zfp36,1715,344,"1,1,60"
52565,2959,3609,43,Kcnk2,1566,195,"1,1,60"
52566,3005,3681,43,Nfil3,1511,140,"1,1,60"
52567,3327,3395,44,Zfp36,1656,285,"1,1,60"
52568,3339,3414,44,Efnb2,1656,285,"1,1,60"
52569,3206,3513,44,Cd274,1463,92,"1,1,60"
52570,3185,3520,44,Tgfbr2,1463,92,"1,1,60"
52571,2870,3520,44,Gbp4,1603,232,"1,1,60"
52572,2959,3574,44,Bcl2,1566,195,"1,1,60"
52573,3043,3666,44,Cd274,1633,262,"1,1,60"
52574,2968,3668,44,Sema3c,1511,140,"1,1,60"
52575,2975,3669,45,Ifngr2,1511,140,"1,1,60"
52576,2967,3677,45,Oas1a,1511,140,"1,1,60"
52577,3007,3679,44,Nfil3,1511,140,"1,1,60"
52578,3356,3389,45,Cd274,1656,285,"1,1,60"
52579,3022,3679,45,Il6,1511,140,"1,1,60"
52580,3156,3461,1,Samhd1,1376,5,"1,1,60"
52581,3086,3431,2,Samhd1,1388,17,"1,1,60"
52582,3112,3417,3,Kdr,1407,36,"1,1,60"
52583,2851,3627,3,Kdr,1600,229,"1,1,60"
52584,3123,3383,4,Kdr,1675,304,"1,1,60"
52585,3063,3417,5,Icam2,1388,17,"1,1,60"
52586,3066,3425,5,Icam2,1388,17,"1,1,60"
52587,2875,3583,5,Col13a1,1715,344,"1,1,60"
52588,3413,3726,5,Irgm1,1462,91,"1,1,60"
52589,3022,3457,6,Socs1,1509,138,"1,1,60"
52590,3158,3469,6,Kdr,1376,5,"1,1,60"
52591,3133,3544,6,Samhd1,1416,45,"1,1,60"
52592,3129,3544,6,Samhd1,1416,45,"1,1,60"
52593,3127,3546,6,Samhd1,1416,45,"1,1,60"
52594,3121,3572,6,Sftpc,1416,45,"1,1,60"
52595,3161,3431,7,Ccl3,1376,5,"1,1,60"
52596,3159,3438,7,Ccl3,1376,5,"1,1,60"
52597,2874,3579,7,Col13a1,1715,344,"1,1,60"
52598,3089,3393,8,Tnfaip3,1407,36,"1,1,60"
52599,3151,3545,8,Cldn10,1416,45,"1,1,60"
52600,2885,3553,8,Ifitm3,1442,71,"1,1,60"
52601,3141,3556,8,Tnfaip3,1416,45,"1,1,60"
52602,2854,3560,8,Thbs1,1705,334,"1,1,60"
52603,3138,3539,9,NS1-gRNA,1416,45,"1,1,60"
52604,3215,3546,9,Postn,1463,92,"1,1,60"
52605,3215,3521,11,Postn,1463,92,"1,1,60"
52606,2912,3607,11,Kdr,1658,287,"1,1,60"
52607,3085,3393,12,Icam2,1407,36,"1,1,60"
52608,3201,3413,12,NS1-gRNA,1447,76,"1,1,60"
52609,3039,3602,12,Cflar,1469,98,"1,1,60"
52610,3002,3679,12,Samhd1,1511,140,"1,1,60"
52611,3084,3401,13,Icam2,1407,36,"1,1,60"
52612,3159,3435,13,Socs1,1376,5,"1,1,60"
52613,3188,3526,15,Abca3,1463,92,"1,1,60"
52614,3218,3556,14,Postn,1463,92,"1,1,60"
52615,3091,3403,15,Abca3,1407,36,"1,1,60"
52616,2997,3687,15,Irgm1,1511,140,"1,1,60"
52617,3172,3518,16,Eif2ak2,1748,377,"1,1,60"
52618,3200,3538,16,Cd200,1463,92,"1,1,60"
52619,2859,3650,16,Pias3,1600,229,"1,1,60"
52620,3000,3673,16,Samhd1,1511,140,"1,1,60"
52621,3048,3683,16,Dcn,1633,262,"1,1,60"
52622,3205,3395,17,NS1-gRNA,1447,76,"1,1,60"
52623,3146,3452,17,Tnfsf10,1376,5,"1,1,60"
52624,2900,3464,17,Cd200,1711,340,"1,1,60"
52625,3185,3534,17,NS1-gRNA,1748,377,"1,1,60"
52626,3171,3543,17,NS1-gRNA,1748,377,"1,1,60"
52627,3168,3549,17,NS1-gRNA,1748,377,"1,1,60"
52628,3051,3684,17,Dcn,1633,262,"1,1,60"
52629,3172,3400,18,Ephb4,1447,76,"1,1,60"
52630,3209,3403,18,NS1-gRNA,1447,76,"1,1,60"
52631,2995,3655,18,Kdr,1511,140,"1,1,60"
52632,2986,3655,18,Mavs,1511,140,"1,1,60"
52633,3099,3391,19,Kdr,1407,36,"1,1,60"
52634,3202,3546,19,Cldn10,1463,92,"1,1,60"
52635,2926,3560,19,Irgm1,1442,71,"1,1,60"
52636,2911,3615,19,Icam2,1658,287,"1,1,60"
52637,2872,3629,20,Icam2,1600,229,"1,1,60"
52638,2915,3635,19,Thbs1,1533,162,"1,1,60"
52639,3005,3666,19,Ifitm3,1511,140,"1,1,60"
52640,3152,3456,20,Etv3,1376,5,"1,1,60"
52641,3198,3523,20,Postn,1463,92,"1,1,60"
52642,3160,3547,20,Kdr,1416,45,"1,1,60"
52643,3159,3550,20,Kdr,1416,45,"1,1,60"
52644,2917,3635,20,Thbs1,1533,162,"1,1,60"
52645,3172,3406,21,Ephb4,1447,76,"1,1,60"
52646,3194,3435,21,Cflar,1447,76,"1,1,60"
52647,3141,3458,21,Kdr,1376,5,"1,1,60"
52648,3000,3462,21,Cflar,1509,138,"1,1,60"
52649,3002,3486,21,Ephb4,1509,138,"1,1,60"
52650,3197,3329,22,NP-gRNA,1652,281,"1,1,60"
52651,3075,3404,22,Cd200,1407,36,"1,1,60"
52652,3201,3433,22,Kdr,1447,76,"1,1,60"
52653,3219,3548,23,Kdr,1463,92,"1,1,60"
52654,3045,3623,22,Ephb4,1469,98,"1,1,60"
52655,3030,3666,22,Dcn,1488,117,"1,1,60"
52656,3192,3389,23,NS1-gRNA,1447,76,"1,1,60"
52657,3207,3408,23,NS1-gRNA,1447,76,"1,1,60"
52658,2854,3534,23,Ifitm3,1705,334,"1,1,60"
52659,3029,3631,23,Kdr,1469,98,"1,1,60"
52660,3043,3668,23,Kdr,1488,117,"1,1,60"
52661,3089,3425,24,Ear2,1388,17,"1,1,60"
52662,2878,3451,24,Kdr,1711,340,"1,1,60"
52663,3223,3548,24,Kdr,1463,92,"1,1,60"
52664,3212,3549,24,Abca3,1463,92,"1,1,60"
52665,2865,3571,24,Pias3,1705,334,"1,1,60"
52666,3004,3699,24,Cflar,1511,140,"1,1,60"
52667,2893,3484,25,Icam2,1711,340,"1,1,60"
52668,3188,3390,26,NS1-gRNA,1447,76,"1,1,60"
52669,2887,3453,26,Kdr,1711,340,"1,1,60"
52670,2970,3471,26,Kdr,1509,138,"1,1,60"
52671,2991,3480,26,Kdr,1509,138,"1,1,60"
52672,3191,3537,26,NS1-gRNA,1463,92,"1,1,60"
52673,2904,3555,26,Pias3,1442,71,"1,1,60"
52674,3316,3426,28,Kdr,1656,285,"1,1,60"
52675,3194,3520,27,NS1-gRNA,1463,92,"1,1,60"
52676,2876,3558,27,Kdr,1705,334,"1,1,60"
52677,2890,3564,27,Col13a1,1442,71,"1,1,60"
52678,2876,3570,27,Ephb4,1705,334,"1,1,60"
52679,3093,3411,28,Abca3,1407,36,"1,1,60"
52680,3089,3419,28,Ephb4,1407,36,"1,1,60"
52681,2853,3542,28,Kdr,1705,334,"1,1,60"
52682,2942,3634,28,Tnfrsf1a,1533,162,"1,1,60"
52683,3011,3456,29,Kdr,1509,138,"1,1,60"
52684,2886,3481,29,Mcl1,1711,340,"1,1,60"
52685,2986,3487,29,Ifitm3,1509,138,"1,1,60"
52686,3239,3504,29,Postn,1685,314,"1,1,60"
52687,2940,3573,29,Kdr,1566,195,"1,1,60"
52688,3191,3424,30,Icam2,1447,76,"1,1,60"
52689,2882,3453,30,Cflar,1711,340,"1,1,60"
52690,3005,3454,30,Kdr,1509,138,"1,1,60"
52691,3053,3665,30,Dcn,1633,262,"1,1,60"
52692,3007,3695,30,Il12b,1511,140,"1,1,60"
52693,3168,3388,31,Irf2,1447,76,"1,1,60"
52694,2871,3463,31,Icam2,1711,340,"1,1,60"
52695,3211,3472,31,Ifitm3,1449,78,"1,1,60"
52696,2852,3548,31,Ephb4,1705,334,"1,1,60"
52697,3042,3602,32,Ifna4,1469,98,"1,1,60"
52698,3028,3625,31,Cflar,1469,98,"1,1,60"
52699,3245,3488,32,Irgm1,1685,314,"1,1,60"
52700,2915,3550,32,Samhd1,1442,71,"1,1,60"
52701,3039,3597,32,Ifna4,1469,98,"1,1,60"
52702,2939,3609,32,Thbs1,1533,162,"1,1,60"
52703,3312,3402,33,Irgm1,1656,285,"1,1,60"
52704,2881,3470,34,Il1rl1,1711,340,"1,1,60"
52705,3025,3475,33,Rela,1509,138,"1,1,60"
52706,3025,3644,33,Cflar,1488,117,"1,1,60"
52707,3004,3655,33,Cflar,1488,117,"1,1,60"
52708,2999,3659,33,Cflar,1511,140,"1,1,60"
52709,2887,3475,34,Il12b,1711,340,"1,1,60"
52710,2967,3480,34,Ifitm3,1509,138,"1,1,60"
52711,3208,3554,34,Kdr,1463,92,"1,1,60"
52712,3022,3600,34,Cflar,1469,98,"1,1,60"
52713,2979,3608,34,Kdr,1566,195,"1,1,60"
52714,2928,3640,34,Thbs1,1533,162,"1,1,60"
52715,2968,3671,34,Ifitm3,1511,140,"1,1,60"
52716,2954,3611,35,Kdr,1566,195,"1,1,60"
52717,3013,3627,35,Ephb4,1469,98,"1,1,60"
52718,2973,3682,35,Ifitm3,1511,140,"1,1,60"
52719,3035,3601,36,Cflar,1469,98,"1,1,60"
52720,3039,3604,36,Cflar,1469,98,"1,1,60"
52721,2922,3643,36,Tnfrsf1a,1533,162,"1,1,60"
52722,2977,3664,36,Samhd1,1511,140,"1,1,60"
52723,3008,3673,36,Thbs1,1511,140,"1,1,60"
52724,2859,3520,37,Il1rl1,1632,261,"1,1,60"
52725,3229,3524,37,Postn,1685,314,"1,1,60"
52726,3245,3526,37,Postn,1685,314,"1,1,60"
52727,2921,3606,37,Kdr,1658,287,"1,1,60"
52728,3321,3397,39,Irf2,1656,285,"1,1,60"
52729,3012,3474,38,Ifitm3,1509,138,"1,1,60"
52730,3005,3695,38,Samhd1,1511,140,"1,1,60"
52731,3360,3396,39,Timp1,1656,285,"1,1,60"
52732,3351,3406,39,Kdr,1656,285,"1,1,60"
52733,3142,3445,39,Tnfaip3,1376,5,"1,1,60"
52734,2854,3517,39,Cflar,1632,261,"1,1,60"
52735,2870,3522,39,Cd200,1603,232,"1,1,60"
52736,3257,3530,39,Etv3,1685,314,"1,1,60"
52737,3038,3614,39,Kdr,1469,98,"1,1,60"
52738,2971,3672,39,Atf3,1511,140,"1,1,60"
52739,2961,3674,39,Arsb,1511,140,"1,1,60"
52740,3339,3402,40,Kdr,1656,285,"1,1,60"
52741,3342,3410,40,Kdr,1656,285,"1,1,60"
52742,2989,3468,40,Cflar,1509,138,"1,1,60"
52743,2868,3583,40,Abca3,1715,344,"1,1,60"
52744,2857,3596,40,Abca3,1715,344,"1,1,60"
52745,3034,3628,40,Cxcl9,1469,98,"1,1,60"
52746,2918,3646,40,Thbs1,1533,162,"1,1,60"
52747,3361,3380,41,Icam2,1656,285,"1,1,60"
52748,3337,3402,41,Kdr,1656,285,"1,1,60"
52749,2978,3462,41,Thbs1,1509,138,"1,1,60"
52750,2950,3617,41,Kdr,1533,162,"1,1,60"
52751,2971,3674,41,Atf3,1511,140,"1,1,60"
52752,3113,3388,42,Ephb4,1675,304,"1,1,60"
52753,3321,3412,42,Runx3,1656,285,"1,1,60"
52754,3025,3493,42,Cflar,1624,253,"1,1,60"
52755,2973,3499,43,Kdr,1509,138,"1,1,60"
52756,2999,3505,42,Aspn,1509,138,"1,1,60"
52757,3189,3512,42,Col13a1,1463,92,"1,1,60"
52758,3229,3538,42,Il2,1685,314,"1,1,60"
52759,2859,3570,42,Abca3,1715,344,"1,1,60"
52760,2937,3639,42,Thbs1,1533,162,"1,1,60"
52761,2980,3461,43,Thbs1,1509,138,"1,1,60"
52762,3005,3491,43,Kdr,1509,138,"1,1,60"
52763,2917,3577,43,Abca3,1658,287,"1,1,60"
52764,2987,3587,43,Pias3,1566,195,"1,1,60"
52765,2905,3593,43,Pias3,1658,287,"1,1,60"
52766,2946,3617,43,Kdr,1533,162,"1,1,60"
52767,3012,3628,43,Cflar,1469,98,"1,1,60"
52768,3017,3630,43,Cflar,1469,98,"1,1,60"
52769,3347,3408,44,Abca3,1656,285,"1,1,60"
52770,2943,3568,44,Kdr,1566,195,"1,1,60"
52771,2940,3568,44,Kdr,1566,195,"1,1,60"
52772,2895,3589,44,Abca3,1658,287,"1,1,60"
52773,3021,3628,44,Cflar,1469,98,"1,1,60"
52774,3044,3666,44,Cd274,1633,262,"1,1,60"
52775,2993,3690,44,Kdr,1511,140,"1,1,60"
52776,2918,3599,45,Abca3,1658,287,"1,1,60"
52777,2859,3610,45,Abca3,1715,344,"1,1,60"
52778,2997,3683,45,Kdr,1511,140,"1,1,60"
52779,3042,3483,46,Blvrb,1624,253,"1,1,60"
52780,3248,3484,46,Ccl2,1685,314,"1,1,60"
52781,2638,3498,0,Rtkn2,1489,118,"1,1,60"
52782,2636,3517,1,Vegfa,1489,118,"1,1,60"
52783,2630,3523,0,Vegfa,1489,118,"1,1,60"
52784,2638,3525,0,Pias1,1489,118,"1,1,60"
52785,2632,3545,0,Vegfa,1489,118,"1,1,60"
52786,2628,3564,0,Rtkn2,1648,277,"1,1,60"
52787,2619,3567,0,Vegfa,1648,277,"1,1,60"
52788,2629,3572,0,Vegfa,1648,277,"1,1,60"
52789,2621,3579,0,Mcl1,1648,277,"1,1,60"
52790,2620,3596,0,Vegfa,1648,277,"1,1,60"
52791,2642,3598,0,Csf2,1648,277,"1,1,60"
52792,2625,3602,0,Adam10,1648,277,"1,1,60"
52793,2645,3603,0,Csf2,1648,277,"1,1,60"
52794,2629,3603,0,Adam10,1648,277,"1,1,60"
52795,2639,3604,0,Csf2,1648,277,"1,1,60"
52796,2810,3605,0,Scgb1a1,1496,125,"1,1,60"
52797,2807,3606,0,Scgb1a1,1496,125,"1,1,60"
52798,2811,3608,1,Scgb1a1,1496,125,"1,1,60"
52799,2636,3607,0,Csf2,1648,277,"1,1,60"
52800,2619,3615,0,Gja5,1648,277,"1,1,60"
52801,2638,3618,0,Csf2,1648,277,"1,1,60"
52802,2727,3640,0,Il4ra,1437,66,"1,1,60"
52803,2725,3648,0,Il4ra,1437,66,"1,1,60"
52804,2695,3650,0,Col1a2,1437,66,"1,1,60"
52805,2633,3521,1,Vegfa,1489,118,"1,1,60"
52806,2632,3497,2,Vegfa,1489,118,"1,1,60"
52807,2663,3566,2,Vegfa,1768,397,"1,1,60"
52808,2715,3615,3,Itgae,1706,335,"1,1,60"
52809,2727,3647,2,Il4ra,1437,66,"1,1,60"
52810,2537,3712,2,Rsad2,1531,160,"1,1,60"
52811,2774,3444,3,Vegfa,1628,257,"1,1,60"
52812,2803,3459,3,Vegfa,1628,257,"1,1,60"
52813,2633,3523,4,Il18r1,1489,118,"1,1,60"
52814,2642,3525,3,Pias1,1489,118,"1,1,60"
52815,2624,3542,3,Rtkn2,1489,118,"1,1,60"
52816,2645,3543,3,Vegfa,1489,118,"1,1,60"
52817,2643,3564,3,Vegfa,1648,277,"1,1,60"
52818,2687,3624,3,Rsad2,1706,335,"1,1,60"
52819,2842,3627,3,Notch3,1600,229,"1,1,60"
52820,2839,3628,3,Notch3,1600,229,"1,1,60"
52821,2721,3632,3,Vegfa,1437,66,"1,1,60"
52822,2727,3645,3,Il4ra,1437,66,"1,1,60"
52823,2723,3646,3,Il4ra,1437,66,"1,1,60"
52824,2634,3490,4,Vegfa,1489,118,"1,1,60"
52825,2644,3540,4,Vegfa,1489,118,"1,1,60"
